user,book,weight,timestamp
u8,6a5f547eaf19ce02267e4ab5,1,2026-08-07T13:01:41.534Z
u11,6a5f547eaf19ce02267e4ab0,1,2026-08-07T13:02:33.312Z
u11,6a5f547eaf19ce02267e4ab0,1,2026-08-07T13:02:33.559Z
u11,6a5f547eaf19ce02267e4ab0,4,2026-08-07T13:02:35.301Z
u8,6a6188e593996bbdd829afc8,1,2026-08-07T13:12:49.488Z
u8,6a6188e593996bbdd829afc8,1,2026-08-07T13:12:49.622Z
u12,6a5f547eaf19ce02267e4ab0,1,2026-08-07T13:16:29.421Z
u12,6a5f547eaf19ce02267e4ab0,1,2026-08-07T13:16:29.568Z
u12,6a5f547eaf19ce02267e4ab0,4,2026-08-07T13:16:30.881Z
u13,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:11:33.872Z
u13,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:11:34.032Z
u13,6a5f547eaf19ce02267e4ab0,4,2026-08-15T19:11:35.233Z
u14,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:14:15.684Z
u14,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:14:15.996Z
u14,6a5f547eaf19ce02267e4ab0,4,2026-08-15T19:14:18.312Z
u15,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:28:00.952Z
u15,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:28:01.155Z
u15,6a5f547eaf19ce02267e4ab0,4,2026-08-15T19:28:02.674Z
u16,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:29:48.752Z
u16,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:29:48.904Z
u16,6a5f547eaf19ce02267e4ab0,4,2026-08-15T19:29:50.221Z
u17,6a5f547eaf19ce02267e4ab0,3,2026-08-15T19:32:37.446Z
u17,6a5f547eaf19ce02267e4ab0,4,2026-08-15T19:32:39.188Z
u18,6a5f547eaf19ce02267e4ab0,3,2026-08-15T19:34:22.450Z
u18,6a5f547eaf19ce02267e4ab0,4,2026-08-15T19:34:25.424Z
u19,6a5f547eaf19ce02267e4ab0,3,2026-08-15T19:36:06.329Z
u19,6a5f547eaf19ce02267e4ab0,4,2026-08-15T19:36:09.786Z
u20,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:45:54.682Z
u20,6a5f547eaf19ce02267e4ab0,1,2026-08-15T19:45:54.809Z
u20,6a5f547eaf19ce02267e4ab0,4,2026-08-15T19:45:56.068Z
u8,6a5f547eaf19ce02267e4ab5,2,2026-08-16T02:18:34.440Z
u21,6a5f547eaf19ce02267e4ab0,3,2026-08-18T05:26:48.207Z
u8,6a61892593996bbdd829b0d3,1,2026-08-18T06:37:32.628Z
u8,6a61892593996bbdd829b0d3,1,2026-08-18T06:37:32.800Z
u8,6a604af7ac6dfb216963d7d3,1,2026-08-18T08:28:59.082Z
u8,6a604af7ac6dfb216963d7d3,1,2026-08-18T08:29:02.696Z
u22,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:25:31.611Z
u22,6a5f547eaf19ce02267e4ab5,1,2026-08-19T19:25:31.793Z
u22,6a5f547eaf19ce02267e4ab0,3,2026-08-19T19:25:32.747Z
u22,6a6188e593996bbdd829afc8,1,2026-08-19T19:34:46.267Z
u22,6a6188e593996bbdd829afc8,1,2026-08-19T19:34:46.317Z
u23,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:38:50.708Z
u24,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:39:04.155Z
u25,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:39:09.800Z
u26,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:39:15.644Z
u22,6a61892593996bbdd829b0db,1,2026-08-19T19:45:10.474Z
u22,6a61892593996bbdd829b0db,1,2026-08-19T19:45:10.480Z
u22,6a61892693996bbdd829b0ec,1,2026-08-19T19:47:08.829Z
u22,6a61892693996bbdd829b0ec,1,2026-08-19T19:47:08.850Z
u27,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:47:38.938Z
u27,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:47:40.952Z
u27,6a5f547eaf19ce02267e4ab0,4,2026-08-19T19:47:45.154Z
u22,6a61892293996bbdd829b095,1,2026-08-19T19:50:27.905Z
u22,6a61892293996bbdd829b095,1,2026-08-19T19:50:27.917Z
u22,6a61892793996bbdd829b0f0,1,2026-08-19T19:52:29.866Z
u22,6a61892793996bbdd829b0f0,1,2026-08-19T19:52:29.934Z
u28,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:52:44.661Z
u28,6a5f547eaf19ce02267e4ab0,1,2026-08-19T19:52:44.831Z
u28,6a5f547eaf19ce02267e4ab0,4,2026-08-19T19:52:46.133Z
u1,6a5f547eaf19ce02267e4ab1,5,2026-07-21T23:08:02.104Z
u2,6a604af7ac6dfb216963d7d3,6,2026-07-22T08:24:48.913Z
